StimA,StimB
practice/male_vraiment_flat_0.wav,practice/male_vraiment_flat_1.wav
practice/male_vraiment_flat_0.wav,practice/male_vraiment_flat_2.wav
practice/male_vraiment_flat_0.wav,practice/male_vraiment_flat_3.wav
practice/male_vraiment_flat_0.wav,practice/male_vraiment_flat_1.wav
